ApplNo	ProductNo	Form	RoutsOfAdministration	DrugName	ActiveIngredient
210086	003	TABLET	ORAL	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
210086	004	TABLET	ORAL	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
210086	005	TABLET	ORAL	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
210086	006	TABLET	ORAL	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
210088	001	TABLET_CHEWABLE	ORAL	LORATADINE	LORATADINE
210098	001	TABLET_EXTENDED_RELEASE	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
210105	001	CAPSULE	ORAL	BEXAROTENE	BEXAROTENE
210106	001	INJECTABLE	INJECTION	ISOPROTERENOL HYDROCHLORIDE	ISOPROTERENOL HYDROCHLORIDE
210114	001	INJECTABLE	INJECTION	SODIUM NITROPRUSSIDE	SODIUM NITROPRUSSIDE
210115	001	FOR_SUSPENSION	ORAL	PROGRAF	TACROLIMUS
210115	002	FOR_SUSPENSION	ORAL	PROGRAF	TACROLIMUS
210117	001	TABLET	ORAL	ALLOPURINOL	ALLOPURINOL
210117	002	TABLET	ORAL	ALLOPURINOL	ALLOPURINOL
210123	001	INJECTABLE	INJECTION	FLUOROURACIL	FLUOROURACIL
210123	002	INJECTABLE	INJECTION	FLUOROURACIL	FLUOROURACIL
210124	001	INJECTABLE	INJECTION	FLUOROURACIL	FLUOROURACIL
210124	002	INJECTABLE	INJECTION	FLUOROURACIL	FLUOROURACIL
210125	001	TABLET	ORAL	OXYBUTYNIN CHLORIDE	OXYBUTYNIN CHLORIDE
210126	001	SOLUTION_DROPS	OPHTHALMIC	BIMATOPROST	BIMATOPROST
210130	001	TABLET_FOR_SUSPENSION	ORAL	EVEROLIMUS	EVEROLIMUS
210130	002	TABLET_FOR_SUSPENSION	ORAL	EVEROLIMUS	EVEROLIMUS
210130	003	TABLET_FOR_SUSPENSION	ORAL	EVEROLIMUS	EVEROLIMUS
210132	001	CAPSULE	ORAL	BIJUVA	ESTRADIOL; PROGESTERONE
210136	001	INJECTION_EXTENDED_RELEASE	SUBCUTANEOUS	BRIXADI	BUPRENORPHINE
210137	001	TABLET	ORAL	FEXOFENADINE HYDROCHLORIDE ALLERGY	FEXOFENADINE HYDROCHLORIDE
210138	001	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
210138	002	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
210139	001	SOLUTION	ORAL	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE
210139	002	SOLUTION	ORAL	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE
210145	001	TABLET	ORAL	TADALAFIL	TADALAFIL
210148	001	INJECTABLE	INJECTION	BUSULFAN	BUSULFAN
210149	001	SUSPENSION	ORAL	IBUPROFEN	IBUPROFEN
210155	001	FOR_SOLUTION	ORAL	VIGABATRIN	VIGABATRIN
210156	001	TABLET	ORAL	APIXABAN	APIXABAN
210156	002	TABLET	ORAL	APIXABAN	APIXABAN
210158	001	TABLET_EXTENDED_RELEASE	ORAL	DALFAMPRIDINE	DALFAMPRIDINE
210160	001	TABLET	ORAL	ALOGLIPTIN; METFORMIN HYDROCHLORIDE	ALOGLIPTIN; METFORMIN HYDROCHLORIDE
210160	002	TABLET	ORAL	ALOGLIPTIN; METFORMIN HYDROCHLORIDE	ALOGLIPTIN; METFORMIN HYDROCHLORIDE
210166	001	TABLET	ORAL	MOTEGRITY	PRUCALOPRIDE SUCCINATE
210166	002	TABLET	ORAL	MOTEGRITY	PRUCALOPRIDE SUCCINATE
210174	001	INJECTABLE	INTRAVENOUS	ZOLEDRONIC ACID	ZOLEDRONIC ACID
210175	001	TABLET	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
210175	002	TABLET	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
210176	001	SOLUTION	ORAL	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE
210179	001	INJECTABLE	INJECTION	CARMUSTINE	CARMUSTINE
210181	001	CAPSULE	ORAL	MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL
210184	001	TABLET_EXTENDED_RELEASE	ORAL	NIFEDIPINE	NIFEDIPINE
210184	002	TABLET_EXTENDED_RELEASE	ORAL	NIFEDIPINE	NIFEDIPINE
210184	003	TABLET_EXTENDED_RELEASE	ORAL	NIFEDIPINE	NIFEDIPINE
210186	001	FOR_SUSPENSION	ORAL	OSELTAMIVIR PHOSPHATE	OSELTAMIVIR PHOSPHATE
210189	001	TABLET	ORAL	PHYTONADIONE	PHYTONADIONE
210190	001	SOLUTION	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
210191	001	GEL	TOPICAL	DAPSONE	DAPSONE
210192	001	TABLET	ORAL	JULUCA	DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE
210194	001	CREAM	VAGINAL	ESTRADIOL	ESTRADIOL
210196	001	FOR_SOLUTION	ORAL	VIGADRONE	VIGABATRIN
210199	001	OINTMENT	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
210200	001	FOR_SOLUTION	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
210207	001	TABLET	ORAL	CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE
210207	002	TABLET	ORAL	CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE
210207	003	TABLET	ORAL	CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE
210208	001	CREAM	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
210209	001	LOTION	TOPICAL	HYDROCORTISONE BUTYRATE	HYDROCORTISONE BUTYRATE
210211	001	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
210211	002	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
210211	003	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
210213	001	TABLET	ORAL	ALOGLIPTIN	ALOGLIPTIN BENZOATE
210213	002	TABLET	ORAL	ALOGLIPTIN	ALOGLIPTIN BENZOATE
210213	003	TABLET	ORAL	ALOGLIPTIN	ALOGLIPTIN BENZOATE
210217	001	CREAM	TOPICAL	BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE
210221	001	FOR_SUSPENSION	ORAL	CEPHALEXIN	CEPHALEXIN
210221	002	FOR_SUSPENSION	ORAL	CEPHALEXIN	CEPHALEXIN
210224	001	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
210224	002	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
210226	001	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210226	002	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210227	001	INJECTABLE	INJECTION	MEDROXYPROGESTERONE ACETATE	MEDROXYPROGESTERONE ACETATE
210231	001	INJECTABLE	INJECTION	SUCCINYLCHOLINE CHLORIDE	SUCCINYLCHOLINE CHLORIDE
210233	001	TABLET	ORAL	ESTRADIOL AND NORETHINDRONE ACETATE	ESTRADIOL; NORETHINDRONE ACETATE
210235	001	GAS	INHALATION	NITROUS OXIDE, USP	NITROUS OXIDE
210238	001	TABLET	ORAL	DOPTELET	AVATROMBOPAG MALEATE
210241	001	FOR_SOLUTION	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
210243	001	TABLET	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
210243	002	TABLET	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
210244	001	INJECTABLE	INJECTION	GLYCOPYRROLATE	GLYCOPYRROLATE
210251	001	TABLET	ORAL	BIKTARVY	BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
210255	001	TABLET	ORAL	TADALAFIL	TADALAFIL
210256	001	OINTMENT	TOPICAL	LIDOCAINE	LIDOCAINE
210257	001	INJECTABLE	INJECTION	DICYCLOMINE HYDROCHLORIDE	DICYCLOMINE HYDROCHLORIDE
210259	001	CAPSULE	ORAL	CALQUENCE	ACALABRUTINIB
210263	001	SOLUTION_DROPS	OPHTHALMIC	BIMATOPROST	BIMATOPROST
210264	001	TABLET	VAGINAL	ESTRADIOL	ESTRADIOL
210267	001	CAPSULE	ORAL	TIZANIDINE HYDROCHLORIDE	TIZANIDINE HYDROCHLORIDE
210267	002	CAPSULE	ORAL	TIZANIDINE HYDROCHLORIDE	TIZANIDINE HYDROCHLORIDE
210267	003	CAPSULE	ORAL	TIZANIDINE HYDROCHLORIDE	TIZANIDINE HYDROCHLORIDE
210270	001	SOLUTION	INTRAVENOUS	CLOFARABINE	CLOFARABINE
210278	001	CAPSULE_EXTENDED_RELEASE	ORAL	TOPIRAMATE	TOPIRAMATE
210278	002	CAPSULE_EXTENDED_RELEASE	ORAL	TOPIRAMATE	TOPIRAMATE
210278	003	CAPSULE_EXTENDED_RELEASE	ORAL	TOPIRAMATE	TOPIRAMATE
210278	004	CAPSULE_EXTENDED_RELEASE	ORAL	TOPIRAMATE	TOPIRAMATE
210278	005	CAPSULE_EXTENDED_RELEASE	ORAL	TOPIRAMATE	TOPIRAMATE
210279	001	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210279	002	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210279	003	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210279	004	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210279	005	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210279	006	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210279	007	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210279	008	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
210281	001	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
210281	002	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
210283	001	SOLUTION	INTRAVENOUS	CLOFARABINE	CLOFARABINE
210291	001	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210291	002	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210296	001	CAPSULE_DELAYED_RELEASE	ORAL	MONOMETHYL FUMARATE	MONOMETHYL FUMARATE
210302	001	TABLET	ORAL	CANDESARTAN CILEXETIL	CANDESARTAN CILEXETIL
210302	002	TABLET	ORAL	CANDESARTAN CILEXETIL	CANDESARTAN CILEXETIL
210302	003	TABLET	ORAL	CANDESARTAN CILEXETIL	CANDESARTAN CILEXETIL
210303	001	SOLUTION	INTRAVENOUS	ZEMDRI	PLAZOMICIN SULFATE
210308	001	TABLET	ORAL	YONSA	ABIRATERONE ACETATE
210316	001	FOR_SUSPENSION	ORAL	COLESEVELAM HYDROCHLORIDE	COLESEVELAM HYDROCHLORIDE
210318	001	CAPSULE_EXTENDED_RELEASE	ORAL	ASPIRIN AND DIPYRIDAMOLE	ASPIRIN; DIPYRIDAMOLE
210322	001	INJECTABLE	INJECTION	ISOPROTERENOL HYDROCHLORIDE 	ISOPROTERENOL HYDROCHLORIDE
210323	001	TABLET	ORAL	EXEMESTANE	EXEMESTANE
210327	001	INJECTABLE	INJECTION	DOCETAXEL	DOCETAXEL
210327	002	INJECTABLE	INJECTION	DOCETAXEL	DOCETAXEL
210327	003	INJECTABLE	INJECTION	DOCETAXEL	DOCETAXEL
210331	001	IMPLANT	INTRAVITREAL	YUTIQ	FLUOCINOLONE ACETONIDE
210333	001	SOLUTION	INTRAVENOUS	PHENYLEPHRINE HYDROCHLORIDE 	PHENYLEPHRINE HYDROCHLORIDE
210333	002	SOLUTION	INTRAVENOUS	PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE
210334	001	SOLUTION	INTRAVENOUS	PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE
210335	001	INJECTABLE	INJECTION	MEDROXYPROGESTERONE ACETATE	MEDROXYPROGESTERONE ACETATE
210337	001	INJECTABLE	INJECTION	THIOTEPA	THIOTEPA
210338	001	TABLET_EXTENDED_RELEASE	ORAL	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
210339	001	CAPSULE_EXTENDED_RELEASE	ORAL	PROPAFENONE HYDROCHLORIDE	PROPAFENONE HYDROCHLORIDE
210339	002	CAPSULE_EXTENDED_RELEASE	ORAL	PROPAFENONE HYDROCHLORIDE	PROPAFENONE HYDROCHLORIDE
210339	003	CAPSULE_EXTENDED_RELEASE	ORAL	PROPAFENONE HYDROCHLORIDE	PROPAFENONE HYDROCHLORIDE
210341	001	TABLET_EXTENDED_RELEASE	ORAL	CARBIDOPA AND LEVODOPA	CARBIDOPA; LEVODOPA
210341	002	TABLET_EXTENDED_RELEASE	ORAL	CARBIDOPA AND LEVODOPA	CARBIDOPA; LEVODOPA
210346	001	CREAM	TOPICAL	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE
210346	002	CREAM	TOPICAL	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE
210346	003	CREAM	TOPICAL	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE
210347	001	CAPSULE	ORAL	PIROXICAM	PIROXICAM
210347	002	CAPSULE	ORAL	PIROXICAM	PIROXICAM
210354	001	TABLET_CHEWABLE	ORAL	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE
210354	002	TABLET_CHEWABLE	ORAL	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE
210354	003	TABLET_CHEWABLE	ORAL	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE
210361	001	CLOTH	TOPICAL	QBREXZA	GLYCOPYRRONIUM TOSYLATE
210362	001	INJECTABLE	INJECTION	TESTOSTERONE CYPIONATE	TESTOSTERONE CYPIONATE
210362	002	INJECTABLE	INJECTION	TESTOSTERONE CYPIONATE	TESTOSTERONE CYPIONATE
210363	001	INJECTABLE	INJECTION	DIAZEPAM	DIAZEPAM
210364	001	CREAM	TOPICAL	ECONAZOLE NITRATE	ECONAZOLE NITRATE
210365	001	SOLUTION	ORAL	EPIDIOLEX	CANNABIDIOL
210369	001	TABLET_CHEWABLE	ORAL	NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
210370	001	SUSPENSION	ORAL	MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL
210371	001	TABLET	ORAL	DESMOPRESSIN ACETATE	DESMOPRESSIN ACETATE
210371	002	TABLET	ORAL	DESMOPRESSIN ACETATE	DESMOPRESSIN ACETATE
210375	001	TABLET	ORAL	LEVOCETIRIZINE DIHYDROCHLORIDE	LEVOCETIRIZINE DIHYDROCHLORIDE
210382	002	CAPSULE_EXTENDED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210383	001	INJECTABLE	INJECTION	GEMCITABINE HYDROCHLORIDE	GEMCITABINE HYDROCHLORIDE
210383	002	INJECTABLE	INJECTION	GEMCITABINE HYDROCHLORIDE	GEMCITABINE HYDROCHLORIDE
210383	003	INJECTABLE	INJECTION	GEMCITABINE HYDROCHLORIDE	GEMCITABINE HYDROCHLORIDE
210392	001	TABLET	ORAL	TADALAFIL	TADALAFIL
210393	001	OINTMENT	TOPICAL	TACROLIMUS	TACROLIMUS
210394	001	TABLET	ORAL	SILDENAFIL CITRATE	SILDENAFIL CITRATE
210401	001	TABLET	ORAL	ACYCLOVIR	ACYCLOVIR
210401	002	TABLET	ORAL	ACYCLOVIR	ACYCLOVIR
210403	001	TABLET	ORAL	AMANTADINE HYDROCHLORIDE	AMANTADINE HYDROCHLORIDE
210410	001	SOLUTION	IV_INFUSION	BENDAMUSTINE HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE
210420	001	TABLET	ORAL	TADALAFIL	TADALAFIL
210420	002	TABLET	ORAL	TADALAFIL	TADALAFIL
210420	003	TABLET	ORAL	TADALAFIL	TADALAFIL
210420	004	TABLET	ORAL	TADALAFIL	TADALAFIL
210423	001	CAPSULE_EXTENDED_RELEASE	ORAL	ACETAZOLAMIDE	ACETAZOLAMIDE
210424	001	TABLET	ORAL	METHYLERGONOVINE MALEATE	METHYLERGONOVINE MALEATE
210428	001	CAPSULE_EXTENDED_RELEASE	ORAL	KAPSPARGO SPRINKLE	METOPROLOL SUCCINATE
210428	002	CAPSULE_EXTENDED_RELEASE	ORAL	KAPSPARGO SPRINKLE	METOPROLOL SUCCINATE
210428	003	CAPSULE_EXTENDED_RELEASE	ORAL	KAPSPARGO SPRINKLE	METOPROLOL SUCCINATE
210428	004	CAPSULE_EXTENDED_RELEASE	ORAL	KAPSPARGO SPRINKLE	METOPROLOL SUCCINATE
210431	001	GRANULE	ORAL	MONTELUKAST SODIUM	MONTELUKAST SODIUM
210432	001	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210432	002	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210432	003	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210432	004	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210432	005	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210432	006	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210432	007	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210432	008	CAPSULE	ORAL	PREGABALIN	PREGABALIN
210434	001	TABLET	ORAL	ALBENDAZOLE	ALBENDAZOLE
210441	001	TABLET	ORAL	HYDROXYCHLOROQUINE SULFATE	HYDROXYCHLOROQUINE SULFATE
210446	001	SPRAY	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
210448	001	INJECTABLE	INJECTION	BUSULFAN	BUSULFAN
210450	001	TABLET	ORAL	ORILISSA	ELAGOLIX SODIUM
210450	002	TABLET	ORAL	ORILISSA	ELAGOLIX SODIUM
210455	001	TABLET	ORAL	SYMTUZA	COBICISTAT; DARUNAVIR ETHANOLATE; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
210457	001	TABLET	ORAL	KETOCONAZOLE	KETOCONAZOLE
210461	001	TABLET	ORAL	FEBUXOSTAT	FEBUXOSTAT
210461	002	TABLET	ORAL	FEBUXOSTAT	FEBUXOSTAT
210464	001	FOR_SUSPENSION	ORAL	SEVELAMER CARBONATE	SEVELAMER CARBONATE
210464	002	FOR_SUSPENSION	ORAL	SEVELAMER CARBONATE	SEVELAMER CARBONATE
210466	001	CAPSULE	ORAL	DOFETILIDE	DOFETILIDE
210466	002	CAPSULE	ORAL	DOFETILIDE	DOFETILIDE
210466	003	CAPSULE	ORAL	DOFETILIDE	DOFETILIDE
210467	001	INJECTABLE	INJECTION	SODIUM NITROPRUSSIDE	SODIUM NITROPRUSSIDE
210479	001	SOLUTION	ORAL	ARIPIPRAZOLE	ARIPIPRAZOLE
210484	001	TABLET	ORAL	METHADONE HYDROCHLORIDE	METHADONE HYDROCHLORIDE
210484	002	TABLET	ORAL	METHADONE HYDROCHLORIDE	METHADONE HYDROCHLORIDE
210488	001	CREAM	VAGINAL	ESTRADIOL	ESTRADIOL
210491	001	TABLET_TABLET	ORAL	SYMDEKO (COPACKAGED)	IVACAFTOR; IVACAFTOR, TEZACAFTOR
210493	001	POWDER	INTRAVENOUS	AKYNZEO	FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE
210496	001	CAPSULE	ORAL	BRAFTOVI	ENCORAFENIB
210496	002	CAPSULE	ORAL	BRAFTOVI	ENCORAFENIB
210497	001	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
210497	002	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
210498	001	TABLET	ORAL	MEKTOVI	BINIMETINIB
210499	001	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210499	002	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210506	001	TABLET	ORAL	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE
210506	002	TABLET	ORAL	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE
210506	003	TABLET	ORAL	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE
210510	001	SUSPENSION	ORAL	ATOVAQUONE	ATOVAQUONE
210524	001	INJECTABLE	INTRAVENOUS	AMMONIA N 13	AMMONIA N-13
210525	001	TABLET	ORAL	PREDNISONE	PREDNISONE
210525	002	TABLET	ORAL	PREDNISONE	PREDNISONE
210525	003	TABLET	ORAL	PREDNISONE	PREDNISONE
210527	001	CAPSULE	ORAL	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE
210527	002	CAPSULE	ORAL	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE
210532	001	POWDER	TOPICAL	NYSTATIN	NYSTATIN
210538	001	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210538	002	CAPSULE_DELAYED_RELEASE	ORAL	DIMETHYL FUMARATE	DIMETHYL FUMARATE
210539	001	OIL	TOPICAL	FLUOCINONIDE ACETONIDE	FLUOCINOLONE ACETONIDE
210543	001	TABLET	ORAL	HYDROXYCHLOROQUINE SULFATE	HYDROXYCHLOROQUINE SULFATE
210544	001	TABLET	ORAL	TETRABENAZINE	TETRABENAZINE
210544	002	TABLET	ORAL	TETRABENAZINE	TETRABENAZINE
210545	001	TABLET	ORAL	CLOBAZAM	CLOBAZAM
210545	002	TABLET	ORAL	CLOBAZAM	CLOBAZAM
210546	001	SUSPENSION	ORAL	CLOBAZAM	CLOBAZAM
210551	001	OINTMENT	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
210552	001	TABLET	ORAL	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL
210552	002	TABLET	ORAL	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL
210552	003	TABLET	ORAL	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL
210554	001	CREAM	TOPICAL	FLUOCINONIDE	FLUOCINONIDE
210556	001	OIL	TOPICAL	FLUCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE
210562	001	CAPSULE	ORAL	BENZONATATE	BENZONATATE
210562	002	CAPSULE	ORAL	BENZONATATE	BENZONATATE
210562	003	CAPSULE	ORAL	BENZONATATE	BENZONATATE
210563	001	TABLET	ORAL	IMBRUVICA	IBRUTINIB
210563	002	TABLET	ORAL	IMBRUVICA	IBRUTINIB
210563	003	TABLET	ORAL	IMBRUVICA	IBRUTINIB
210563	004	TABLET	ORAL	IMBRUVICA	IBRUTINIB
210565	001	SUSPENSION_DROPS	OPHTHALMIC	INVELTYS	LOTEPREDNOL ETABONATE
210566	001	AEROSOL_FOAM	TOPICAL	HALOBETASOL PROPIONATE	HALOBETASOL PROPIONATE
210567	001	TABLET	ORAL	TADALAFIL	TADALAFIL
210567	002	TABLET	ORAL	TADALAFIL	TADALAFIL
210567	003	TABLET	ORAL	TADALAFIL	TADALAFIL
210567	004	TABLET	ORAL	TADALAFIL	TADALAFIL
210569	001	SUSPENSION	ORAL	CLOBAZAM	CLOBAZAM
210570	001	TABLET	ORAL	CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE
210570	002	TABLET	ORAL	CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE
210570	003	TABLET	ORAL	CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE
210571	001	TABLET	ORAL	DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
210572	001	TABLET	ORAL	TADALAFIL	TADALAFIL
210574	001	CAPSULE	ORAL	CEFIXIME	CEFIXIME
210576	001	INJECTABLE	INJECTION	ISOPROTERENOL HYDROCHLORIDE	ISOPROTERENOL HYDROCHLORIDE
210577	001	TABLET	ORAL	HYDROXYCHLOROQUINE SULFATE	HYDROXYCHLOROQUINE SULFATE
210582	001	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
210582	002	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
210589	001	EMULSION	INTRAVENOUS	OMEGAVEN	FISH OIL TRIGLYCERIDES
210589	002	EMULSION	INTRAVENOUS	OMEGAVEN	FISH OIL TRIGLYCERIDES
210593	001	CAPSULE_DELAYED_RELEASE	ORAL	OMEPRAZOLE MAGNESIUM	OMEPRAZOLE MAGNESIUM
210595	001	POWDER_METERED	INHALATION	DUAKLIR PRESSAIR	ACLIDINIUM BROMIDE; FORMOTEROL FUMARATE
210598	001	SOLUTION	INHALATION	YUPELRI	REVEFENACIN
210599	001	CAPSULE_DELAYED_REL_PELLETS	ORAL	DULOXETINE HYDROCHLORIDE	DULOXETINE HYDROCHLORIDE
210599	002	CAPSULE_DELAYED_REL_PELLETS	ORAL	DULOXETINE HYDROCHLORIDE	DULOXETINE HYDROCHLORIDE
210599	003	CAPSULE_DELAYED_REL_PELLETS	ORAL	DULOXETINE HYDROCHLORIDE	DULOXETINE HYDROCHLORIDE
210602	001	SUSPENSION	ORAL	IBUPROFEN	IBUPROFEN
210604	001	TABLET	ORAL	CAPECITABINE	CAPECITABINE
210604	002	TABLET	ORAL	CAPECITABINE	CAPECITABINE
210606	001	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
210606	002	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
210607	001	TABLET	ORAL	ARAKODA	TAFENOQUINE SUCCINATE
210612	001	TABLET	ORAL	ESTRADIOL AND NORETHINDRONE ACETATE	ESTRADIOL; NORETHINDRONE ACETATE
210612	002	TABLET	ORAL	ESTRADIOL AND NORETHINDRONE ACETATE	ESTRADIOL; NORETHINDRONE ACETATE
